StopID;DIVA;StopText;Municipality;MunicipalityID;Longitude;Latitude
2;60201421;Venediger Au;Wien;49000001;163.965.357;482.179.090
3;60201892;Messe Prater;Wien;49000001;164.066.327;482.179.449
4;60201009;Perspektivstraße;Wien;49000001;164.013.057;482.179.689
5;60200195;Börse;Wien;49000001;163.648.611;482.157.841
7;60201848;Lassallestraße;Wien;49000001;163.937.688;482.195.490
8;60201349;Hauptbahnhof S U;Wien;49000001;163.749.761;481.859.187
9;60200619;Julius-Raab-Platz;Wien;49000001;163.825.669;482.103.428
10;60200245;Stubentor U, Dr.-Karl-Lueger-Platz;Wien;49000001;163.798.899;482.067.269
11;60201460;Weihburggasse;Wien;49000001;163.777.519;482.046.076
12;60201193;Schwarzenbergplatz;Wien;49000001;163.746.168;482.018.176
13;60200975;Oper, Karlsplatz U;Wien;49000001;163.700.893;482.023.325
14;60200190;Burgring;Wien;49000001;163.640.885;482.038.113
15;60200246;Ring, Volkstheater U;Wien;49000001;163.600.371;482.068.287
16;60200994;Parlament;Wien;49000001;163.601.090;482.082.715
17;60200192;Rathausplatz, Burgtheater;Wien;49000001;163.606.929;482.102.530
18;60201184;Schottentor U;Wien;49000001;163.621.481;482.137.250
19;60200195;Börse;Wien;49000001;163.661.277;482.155.567
20;60201182;Schottenring U;Wien;49000001;163.712.032;482.165.922
21;60201145;Salztorbrücke;Wien;49000001;163.737.544;482.141.500
22;60201198;Schwedenplatz U;Wien;49000001;163.778.597;482.115.760
23;60200619;Julius-Raab-Platz;Wien;49000001;163.833.394;482.111.869
26;;Praterstern S U;;;0000000000;0000000000
27;60201421;Venediger Au;Wien;49000001;163.973.082;482.179.809
28;60201009;Perspektivstraße;Wien;49000001;164.007.757;482.178.611
29;60201892;Messe Prater;Wien;49000001;164.066.327;482.178.671
30;60200274;Elderschplatz;Wien;49000001;164.118.429;482.178.971
31;60200196;Bösendorferstraße, Karlsplatz U;Wien;49000001;163.705.564;482.012.607
33;60200246;Ring, Volkstheater U;Wien;49000001;163.596.149;482.067.449
36;60201468;Westbahnhof S U;Wien;49000001;163.392.411;481.964.526
37;60201575;Schemmerlstraße;Wien;49000001;164.233.504;481.574.201
39;60201349;Hauptbahnhof S U;Wien;49000001;163.753.085;481.860.325
40;60200989;Karl-Popper-Straße;Wien;49000001;163.791.173;481.874.100
41;60200619;Julius-Raab-Platz;Wien;49000001;163.833.484;482.112.707
42;60201198;Schwedenplatz U;Wien;49000001;163.778.237;482.117.137
43;60201145;Salztorbrücke;Wien;49000001;163.742.125;482.138.447
44;60201182;Schottenring U;Wien;49000001;163.709.067;482.170.292
45;60200195;Börse;Wien;49000001;163.660.199;482.156.465
46;60201184;Schottentor U;Wien;49000001;163.618.068;482.137.310
47;60200192;Rathausplatz, Burgtheater;Wien;49000001;163.605.941;482.106.302
48;60200994;Parlament;Wien;49000001;163.600.641;482.089.600
49;60200246;Ring, Volkstheater U;Wien;49000001;163.599.113;482.067.090
50;60200190;Burgring;Wien;49000001;163.634.238;482.040.448
51;60200975;Oper, Karlsplatz U;Wien;49000001;163.686.879;482.024.343
52;60201193;Schwarzenbergplatz;Wien;49000001;163.746.886;482.016.858
53;60201460;Weihburggasse;Wien;49000001;163.776.082;482.043.202
54;60200245;Stubentor U, Dr.-Karl-Lueger-Platz;Wien;49000001;163.803.031;482.068.886
55;60200619;Julius-Raab-Platz;Wien;49000001;163.827.824;482.106.242
56;60200544;Hoher Markt;Wien;49000001;163.718.949;482.113.964
57;60200905;Hauptbahnhof Ost;Wien;49000001;163.805.995;481.845.112
58;60200905;Hauptbahnhof Ost;Wien;49000001;163.804.917;481.845.232
59;60201205;Schüttaustraße;Wien;49000001;164.171.520;482.309.078
60;60201205;Schüttaustraße;Wien;49000001;164.170.711;482.308.540
61;;Gänsehäufel;;;0000000000;0000000000
62;60201204;Schüttauplatz;Wien;49000001;164.230.539;482.265.334
63;60201209;Schödlbergergasse;Wien;49000001;164.208.351;482.281.970
64;60200411;Goethehof;Wien;49000001;164.191.103;482.295.494
65;60200641;Kaisermühlen VIC U;Wien;49000001;164.157.596;482.327.090
66;;Kaisermühlen VIC U;;;0000000000;0000000000
67;60201634;Seidelbastgasse;Wien;49000001;164.712.396;482.142.937
68;60201633;Stavangergasse;Wien;49000001;164.759.916;482.130.366
69;60201507;Haßlwanderweg;Wien;49000001;164.789.920;482.125.937
70;;Neue Donau Mitte;;;0000000000;0000000000
71;60201016;Alfred-Adler-Straße;Wien;49000001;163.808.690;481.829.060
72;60200641;Kaisermühlen, VIC U;Wien;49000001;164.155.350;482.328.406
73;60200411;Goethehof;Wien;49000001;164.190.025;482.294.178
74;60201209;Schödlbergergasse;Wien;49000001;164.207.273;482.281.551
75;;Schüttauplatz;;;0000000000;0000000000
76;60200883;Mauthausgasse;Wien;49000001;163.456.910;481.879.310
77;60202951;Haus des Meeres;Wien;49000001;163.548.269;481.979.496
78;;Siebenhirten;;;0000000000;0000000000
79;60201182;Schottenring U;Wien;49000001;163.716.793;482.163.827
81;60201193;Schwarzenbergplatz;Wien;49000001;163.747.425;482.010.931
83;60200260;Edmund-Hawranek-Platz;Wien;49000001;163.865.823;482.913.817
88;60200116;Beethovengang;Wien;49000001;163.627.770;482.597.722
89;60200457;Habsburgergasse;Wien;49000001;163.680.052;482.075.172
90;60200116;Beethovengang;Wien;49000001;163.627.051;482.595.210
91;60200948;Nußdorf S;Wien;49000001;163.668.374;482.601.311
92;60201231;Sickenberggasse;Wien;49000001;163.670.799;482.581.455
93;60200428;Grinzinger Straße;Wien;49000001;163.651.845;482.544.732
94;60200468;Halteraugasse;Wien;49000001;163.639.538;482.521.943
95;60200301;Heiligenstadt, 12.-Februar-Platz;Wien;49000001;163.627.680;482.491.556
96;60200439;Gunoldstraße;Wien;49000001;163.616.541;482.448.904
97;60201068;Rampengasse;Wien;49000001;163.606.929;482.412.351
98;60201062;Spittelau S U;Wien;49000001;163.567.672;482.359.939
99;60200786;Liechtenwerder Platz;Wien;49000001;163.565.067;482.325.773
100;60200099;Augasse;Wien;49000001;163.573.242;482.299.923
101;60200345;Franz-Josefs-Bahnhof S;Wien;49000001;163.611.600;482.257.434
102;60200112;Bauernfeldplatz;Wien;49000001;163.607.019;482.210.992
103;60201169;Schlickgasse;Wien;49000001;163.642.772;482.186.931
104;60200099;Augasse  (Schleife);Wien;49000001;163.569.918;482.298.546
105;60201193;Schwarzenbergplatz;Wien;49000001;163.746.707;482.006.261
106;60200446;Gußhausstraße;Wien;49000001;163.754.791;481.971.412
107;60201025;Plößlgasse;Wien;49000001;163.769.344;481.947.161
108;60201173;Schloss Belvedere;Wien;49000001;163.789.556;481.920.992
109;60201346;Quartier Belvedere S;Wien;49000001;163.813.901;481.876.435
111;60201346;Quartier Belvedere S;Wien;49000001;163.815.158;481.877.034
112;60201173;Schloss Belvedere;Wien;49000001;163.793.329;481.917.219
113;60201025;Plößlgasse;Wien;49000001;163.773.476;481.943.568
114;60200446;Gußhausstraße;Wien;49000001;163.751.198;481.981.711
115;60200371;Seegasse;Wien;49000001;163.614.295;482.228.588
116;60201169;Schlickgasse;Wien;49000001;163.643.939;482.187.470
117;60200112;Bauernfeldplatz;Wien;49000001;163.608.905;482.206.802
118;60200345;Franz-Josefs-Bahnhof S;Wien;49000001;163.611.331;482.257.913
119;60200099;Augasse;Wien;49000001;163.574.410;482.299.623
120;60200786;Liechtenwerder Platz;Wien;49000001;163.566.684;482.325.175
121;60201062;Spittelau S U;Wien;49000001;163.568.930;482.359.820
122;60201068;Rampengasse;Wien;49000001;163.604.413;482.406.847
123;60200439;Gunoldstraße;Wien;49000001;163.617.529;482.444.417
124;60200301;Heiligenstadt, 12.-Februar-Platz;Wien;49000001;163.626.961;482.487.309
125;60200468;Halteraugasse;Wien;49000001;163.638.639;482.516.679
126;60200428;Grinzinger Straße;Wien;49000001;163.653.282;482.544.791
127;60201231;Sickenberggasse;Wien;49000001;163.670.080;482.578.644
128;60200948;Nußdorf S;Wien;49000001;163.673.763;482.598.500
130;60200371;Seegasse;Wien;49000001;163.613.666;482.230.982
131;60200467;Eckpergasse;Wien;49000001;163.165.946;482.333.731
132;60200527;Hintere Zollamtsstraße;Wien;49000001;163.865.374;482.111.510
133;60200419;Gredlerstraße;Wien;49000001;163.795.126;482.138.866
134;60201198;Schwedenplatz U;Wien;49000001;163.777.339;482.117.975
135;60200034;Althanstraße;Wien;49000001;163.597.496;482.287.416
136;60200034;Althanstraße;Wien;49000001;163.592.286;482.289.570
137;60200520;Hietzing U;Wien;49000001;163.039.732;481.884.041
138;60201561;Cumberlandstraße;Wien;49000001;163.019.161;481.918.357
139;60200055;Ameisgasse;Wien;49000001;162.996.703;481.943.927
140;60200780;Leyserstraße;Wien;49000001;163.025.449;481.983.807
141;60200502;Herbeckstraße;Wien;49000001;163.170.258;482.324.517
142;60200026;Alsegger Straße;Wien;49000001;163.241.404;482.316.857
143;60200393;Gersthof S;Wien;49000001;163.289.644;482.315.481
144;60201461;Weinhauser Gasse;Wien;49000001;163.317.581;482.300.401
145;60200101;Aumannplatz;Wien;49000001;163.363.216;482.284.184
146;60200843;Martinstraße;Wien;49000001;163.417.744;482.266.471
147;60201510;Währinger Straße, Volksoper U;Wien;49000001;163.492.933;482.248.218
148;60201288;Spitalgasse;Wien;49000001;163.530.033;482.224.039
149;60201226;Sensengasse;Wien;49000001;163.555.455;482.207.042
150;60201197;Schwarzspanierstraße;Wien;49000001;163.590.490;482.173.404
151;60200889;Montleartstraße;Wien;49000001;163.021.497;482.024.702
152;60200187;Burgersteingasse;Wien;49000001;162.978.917;482.026.318
153;60200156;Breitenseer Straße, Braillegasse;Wien;49000001;162.950.709;482.027.755
154;60200156;Breitenseer Straße, Braillegasse;Wien;49000001;162.950.530;482.026.378
155;60200187;Burgersteingasse;Wien;49000001;162.979.905;482.025.181
156;60200889;Montleartstraße;Wien;49000001;163.021.766;482.023.564
157;60200780;Leyserstraße;Wien;49000001;163.022.215;481.978.179
158;60200055;Ameisgasse;Wien;49000001;162.995.176;481.947.221
159;60201561;Cumberlandstraße;Wien;49000001;163.017.364;481.923.088
160;60201210;Schöffelgasse;Wien;49000001;163.260.269;482.316.558
161;60200743;Landstraße, Wien Mitte S U;Wien;49000001;163.854.235;482.055.655
162;60200845;Marxergasse;Wien;49000001;163.865.554;482.071.760
163;60200527;Hintere Zollamtsstraße;Wien;49000001;163.870.315;482.108.636
164;60201063;Radetzkyplatz;Wien;49000001;163.895.378;482.109.774
165;60200513;Hetzgasse;Wien;49000001;163.927.627;482.085.768
166;60201071;Löwengasse;Wien;49000001;163.945.773;482.058.828
167;60201497;Wittelsbachstraße;Wien;49000001;163.994.013;482.061.163
168;60200486;Prater Hauptallee;Wien;49000001;164.052.763;482.088.821
169;60200486;Prater Hauptallee;Wien;49000001;164.062.554;482.091.695
170;60201497;Wittelsbachstraße;Wien;49000001;163.993.923;482.061.702
171;60201071;Löwengasse;Wien;49000001;163.954.487;482.057.571
172;60200513;Hetzgasse;Wien;49000001;163.931.490;482.082.236
173;60201063;Radetzkyplatz;Wien;49000001;163.906.517;482.104.027
174;60200527;Hintere Zollamtsstraße;Wien;49000001;163.874.717;482.111.510
175;60200845;Marxergasse;Wien;49000001;163.865.644;482.079.183
176;60200743;Landstraße, Wien Mitte S U;Wien;49000001;163.856.571;482.059.906
177;60200732;Kutschkergasse;Wien;49000001;163.449.813;482.261.204
178;60200054;Ameisbachzeile, Hanuschkrankenhaus;Wien;49000001;162.921.514;482.014.463
179;60200764;Lebingergasse;Wien;49000001;162.901.122;482.040.328
180;60200339;Flötzersteigbrücke;Wien;49000001;162.906.692;482.066.551
181;60200846;Matschgasse;Wien;49000001;162.908.129;482.087.085
182;60200983;Ottakringer Bad;Wien;49000001;162.890.971;482.113.066
183;60200846;Matschgasse;Wien;49000001;162.907.051;482.087.445
184;60200339;Flötzersteigbrücke;Wien;49000001;162.905.884;482.067.389
185;60200764;Lebingergasse;Wien;49000001;162.898.966;482.040.688
186;60200054;Ameisbachzeile, Hanuschkrankenhaus;Wien;49000001;162.921.335;482.012.068
187;60200732;Kutschkergasse;Wien;49000001;163.446.040;482.262.042
188;60201288;Spitalgasse;Wien;49000001;163.536.770;482.220.628
189;60201510;Währinger Straße, Volksoper U;Wien;49000001;163.493.831;482.248.637
190;60200843;Martinstraße;Wien;49000001;163.427.715;482.265.992
191;60200101;Aumannplatz;Wien;49000001;163.368.336;482.279.876
192;60201461;Weinhauser Gasse;Wien;49000001;163.318.210;482.301.299
193;60200393;Gersthof S;Wien;49000001;163.289.554;482.317.276
194;60200026;Alsegger Straße;Wien;49000001;163.247.064;482.316.917
195;60200502;Herbeckstraße;Wien;49000001;163.182.475;482.324.517
196;60200438;Guneschgasse;Wien;49000001;163.535.064;482.362.512
197;60200135;Döblinger Hauptstraße, Gatterburggasse;Wien;49000001;163.546.472;482.387.223
198;60201030;Pokornygasse;Wien;49000001;163.554.647;482.408.641
199;60200109;Barawitzkagasse;Wien;49000001;163.556.354;482.442.682
200;60201008;Perntergasse;Wien;49000001;163.551.862;482.487.189
201;60200540;Hohe Warte;Wien;49000001;163.555.725;482.510.159
202;60201008;Perntergasse;Wien;49000001;163.549.796;482.493.889
203;60200109;Barawitzkagasse;Wien;49000001;163.557.162;482.448.844
204;60201030;Pokornygasse;Wien;49000001;163.554.737;482.414.026
205;60200135;Döblinger Hauptstraße, Gatterburggasse;Wien;49000001;163.546.472;482.390.932
206;60200438;Guneschgasse;Wien;49000001;163.535.872;482.368.196
207;60200405;Glatzgasse;Wien;49000001;163.528.506;482.339.236
208;60200950;Nußdorfer Straße U;Wien;49000001;163.536.860;482.323.918
209;60200202;Canisiusgasse;Wien;49000001;163.547.460;482.282.628
210;60200029;Nußdorfer Straße / Alserbachstraße;Wien;49000001;163.546.921;482.251.689
211;60201288;Spitalgasse;Wien;49000001;163.533.536;482.225.715
212;60200252;Döblinger Bad;Wien;49000001;163.569.649;482.512.013
213;60200029;Nußdorfer Straße / Alserbachstraße;Wien;49000001;163.551.593;482.256.237
214;60200202;Canisiusgasse;Wien;49000001;163.549.167;482.279.696
215;60200950;Nußdorfer Straße U;Wien;49000001;163.542.520;482.315.301
216;60200405;Glatzgasse;Wien;49000001;163.534.345;482.330.201
217;60200747;Lange Gasse;Wien;49000001;163.513.863;482.149.761
218;60201267;Skodagasse;Wien;49000001;163.491.855;482.152.155
219;60200178;Brünnlbadgasse;Wien;49000001;163.463.198;482.154.849
220;60200027;Alser Straße U;Wien;49000001;163.421.337;482.172.207
221;60200988;Palffygasse;Wien;49000001;163.366.719;482.176.995
222;60200276;Elterleinplatz;Wien;49000001;163.319.648;482.181.724
223;60201115;Rosensteingasse;Wien;49000001;163.270.600;482.192.438
224;60200508;Hernals, Wattgasse;Wien;49000001;163.218.138;482.214.224
225;60200508;Bahnhof Hernals;Wien;49000001;163.210.143;482.216.558
229;;Bhf.Hls. - Bedarfshaltes;;;0000000000;0000000000
230;60200508;Hernals, Wattgasse;Wien;49000001;163.217.419;482.213.506
231;60201115;Rosensteingasse;Wien;49000001;163.269.701;482.191.300
232;60200276;Elterleinplatz;Wien;49000001;163.328.810;482.180.886
233;60200988;Palffygasse;Wien;49000001;163.366.450;482.175.918
234;60200027;Alser Straße U;Wien;49000001;163.420.798;482.171.549
235;60200178;Brünnlbadgasse;Wien;49000001;163.453.407;482.155.028
236;60201267;Skodagasse;Wien;49000001;163.491.675;482.151.377
237;60200747;Lange Gasse;Wien;49000001;163.504.251;482.149.880
238;60200742;Landesgerichtsstraße;Wien;49000001;163.570.816;482.144.433
239;60201728;Hainburger Straße;Wien;49000001;163.971.555;481.989.795
240;60200540;Hohe Warte;Wien;49000001;163.553.838;482.513.569
241;60200840;Maroltingergasse;Wien;49000001;163.057.699;482.144.134
242;60200840;Maroltingergasse;Wien;49000001;163.059.855;482.134.736
243;60201865;Weinheimergasse;Wien;49000001;163.111.328;482.136.831
244;60201080;Redtenbachergasse;Wien;49000001;163.144.207;482.133.299
245;60200669;Familienplatz;Wien;49000001;163.185.799;482.134.257
246;60200602;Johann-Nepomuk-Berger-Platz;Wien;49000001;163.251.016;482.131.923
247;60200456;Haberlgasse;Wien;49000001;163.305.544;482.117.915
248;60200173;Brunnengasse;Wien;49000001;163.357.287;482.110.851
249;60200615;Josefstädter Straße U;Wien;49000001;163.392.591;482.111.689
250;60200019;Albertgasse;Wien;49000001;163.435.710;482.106.182
251;60201559;Josefstädter Str. / Lederergasse;Wien;49000001;163.483.590;482.096.664
252;60201072;Rathaus U;Wien;49000001;163.547.909;482.091.755
253;60200743;Landstraße S U;Wien;49000001;163.842.647;482.060.983
254;60201450;Hintzerstraße;Wien;49000001;163.930.861;482.004.524
256;60200075;Apostelgasse;Wien;49000001;163.982.335;482.003.686
257;60200653;Kardinal-Nagl-Platz U;Wien;49000001;164.013.147;481.978.598
258;60200765;Lechnerstraße;Wien;49000001;164.048.361;481.965.903
259;60200743;Landstraße S U;Wien;49000001;163.843.365;482.062.121
262;60200765;Lechnerstraße;Wien;49000001;164.048.451;481.966.861
263;60200653;Kardinal-Nagl-Platz U;Wien;49000001;164.019.255;481.970.574
264;60201061;Rabengasse;Wien;49000001;163.977.843;481.943.208
265;60201694;Klimschgasse;Wien;49000001;163.958.350;481.926.920
266;60200110;Barichgasse;Wien;49000001;163.948.199;481.983.508
267;60201450;Hintzerstraße;Wien;49000001;163.929.963;482.004.105
268;60200245;Stubentor U;Wien;49000001;163.806.534;482.070.682
269;60201072;Rathaus U;Wien;49000001;163.555.725;482.093.072
270;60201559;Josefstädter Str. / Lederergasse;Wien;49000001;163.491.316;482.096.305
271;60200019;Albertgasse;Wien;49000001;163.443.346;482.105.763
272;60200148;Blindengasse;Wien;49000001;163.407.952;482.110.073
273;60200615;Josefstädter Straße U;Wien;49000001;163.390.255;482.110.492
274;60200173;Brunnengasse;Wien;49000001;163.363.934;482.111.031
275;60200456;Neulerchenfelder Str. / Haberlgasse;Wien;49000001;163.316.054;482.116.957
276;60200602;Johann-Nepomuk-Berger-Platz;Wien;49000001;163.269.252;482.134.137
277;60200669;Familienplatz;Wien;49000001;163.194.422;482.135.634
278;60201080;Redtenbachergasse;Wien;49000001;163.150.135;482.133.240
279;60200601;Johannes-Krawarik-Gasse;Wien;49000001;163.086.714;482.138.627
280;60200688;Kleistgasse;Wien;49000001;163.909.931;481.935.124
281;60200110;Barichgasse;Wien;49000001;163.949.277;481.981.172
282;60200292;Eslarngasse;Wien;49000001;163.959.248;481.964.346
283;60201061;Rabengasse;Wien;49000001;163.977.753;481.938.059
284;60201425;St. Marx S;Wien;49000001;163.993.923;481.886.377
286;60200763;St. Marx S, Leberstraße;Wien;49000001;163.996.438;481.878.472
287;60201148;Viehmarktgasse;Wien;49000001;164.008.027;481.906.739
288;60201425;St. Marx S;Wien;49000001;163.999.493;481.886.796
289;60200417;Grasbergergasse;Wien;49000001;164.003.355;481.862.361
290;60200538;Hofmannsthalgasse;Wien;49000001;163.998.954;481.850.203
291;60200245;Stubentor U;Wien;49000001;163.802.672;482.073.436
292;60201698;Petrusgasse;Wien;49000001;163.988.623;481.927.519
293;60201425;St. Marx S;Wien;49000001;163.995.360;481.885.838
294;60201061;Rabengasse;Wien;49000001;163.975.418;481.943.089
295;60200292;Eslarngasse;Wien;49000001;163.961.134;481.965.005
296;60201104;Rochusgasse U;Wien;49000001;163.908.044;482.022.726
297;60201104;Rochusgasse U;Wien;49000001;163.909.122;482.023.444
298;60201471;Weyrgasse;Wien;49000001;163.877.950;482.049.249
299;60201078;Raxstraße, Rudolfshügelgasse;Wien;49000001;163.644.478;481.667.496
300;60200136;Gudrunstraße;Wien;49000001;163.738.173;481.786.952
301;60200211;Columbusplatz;Wien;49000001;163.737.544;481.823.011
302;60201349;Hauptbahnhof S U;Wien;49000001;163.747.515;481.860.804
303;60201346;Quartier Belvedere S;Wien;49000001;163.800.875;481.877.094
304;60200300;Fasangasse;Wien;49000001;163.847.048;481.882.544
305;60200736;Kölblgasse;Wien;49000001;163.857.469;481.908.895
306;60201091;Rennweg S;Wien;49000001;163.864.655;481.943.328
307;60200929;Neulinggasse;Wien;49000001;163.874.267;481.988.238
308;60201218;Sechskrügelgasse;Wien;49000001;163.871.932;482.024.702
309;;Praterstern;;;0000000000;0000000000
310;60200348;Franzensbrücke;Wien;49000001;163.915.500;482.139.106
311;60201040;Praterstern S U;Wien;49000001;163.916.039;482.183.579
312;60201130;Rueppgasse;Wien;49000001;163.864.116;482.205.366
313;60200494;Taborstraße;Wien;49000001;163.827.196;482.221.645
314;60200051;Am Tabor;Wien;49000001;163.839.862;482.255.818
315;60201079;Rebhanngasse;Wien;49000001;163.881.364;482.277.721
316;60200578;Innstraße;Wien;49000001;163.870.944;482.303.154
317;60201385;Traisengasse S;Wien;49000001;163.832.316;482.337.501
318;60200500;Dresdner Straße U;Wien;49000001;163.793.689;482.371.906
319;60200569;Höchstädtplatz;Wien;49000001;163.773.387;482.390.154
320;60200363;Friedrich-Engels-Platz;Wien;49000001;163.802.133;482.440.529
321;60200363;Friedrich-Engels-Platz;Wien;49000001;163.795.934;482.442.682
322;60200569;Höchstädtplatz;Wien;49000001;163.770.602;482.396.676
323;60200500;Dresdner Straße U;Wien;49000001;163.792.790;482.371.427
324;60201385;Traisengasse S;Wien;49000001;163.831.687;482.336.604
325;60200578;Innstraße;Wien;49000001;163.864.745;482.307.223
326;60201079;Rebhanngasse;Wien;49000001;163.883.969;482.282.030
327;60200051;Am Tabor;Wien;49000001;163.837.167;482.254.921
328;60200494;Heinestraße, Taborstraße;Wien;49000001;163.824.231;482.226.074
329;60201130;Rueppgasse;Wien;49000001;163.857.738;482.204.767
330;60200899;Mühlfeldgasse;Wien;49000001;163.891.425;482.207.520
332;60200348;Franzensbrücke;Wien;49000001;163.914.602;482.139.046
333;60201063;Radetzkyplatz;Wien;49000001;163.904.361;482.113.126
334;60201218;Sechskrügelgasse;Wien;49000001;163.873.459;482.014.284
335;60200929;Neulinggasse;Wien;49000001;163.873.279;481.993.148
336;60201091;Rennweg S;Wien;49000001;163.864.476;481.949.017
337;60200736;Kölblgasse;Wien;49000001;163.856.840;481.913.386
338;60201471;Weyrgasse;Wien;49000001;163.885.676;482.042.005
339;60201346;Quartier Belvedere S;Wien;49000001;163.799.977;481.877.873
340;60201349;Hauptbahnhof S U;Wien;49000001;163.747.246;481.861.223
341;60200211;Columbusplatz;Wien;49000001;163.736.556;481.824.209
342;60200136;Gudrunstraße;Wien;49000001;163.736.825;481.779.764
343;60201058;Quellenplatz;Wien;49000001;163.735.298;481.760.655
344;60200461;Oberzellergasse;Wien;49000001;163.947.570;481.921.231
345;60201040;Praterstern S U;Wien;49000001;163.916.039;482.182.083
346;60200941;Nordbahnstraße;Wien;49000001;163.894.929;482.232.717
347;60200051;Am Tabor;Wien;49000001;163.840.221;482.251.031
348;60200944;Nordwestbahnstraße;Wien;49000001;163.808.421;482.280.773
349;60201077;Rauscherstraße;Wien;49000001;163.753.534;482.307.343
350;60201443;Wallensteinplatz;Wien;49000001;163.713.828;482.300.940
351;60201444;Klosterneuburger Str. / Wallensteinstraße;Wien;49000001;163.686.519;482.288.373
352;60200357;Friedensbrücke U;Wien;49000001;163.651.306;482.271.438
353;60200345;Franz-Josefs-Bahnhof S;Wien;49000001;163.611.331;482.255.579
354;60200029;Nußdorfer Straße;Wien;49000001;163.549.077;482.247.859
355;60200762;Lazarettgasse;Wien;49000001;163.518.175;482.192.198
356;60200747;Lange Gasse;Wien;49000001;163.509.551;482.152.095
357;60200753;Laudongasse;Wien;49000001;163.480.356;482.132.581
358;60200333;Florianigasse;Wien;49000001;163.457.539;482.129.408
359;60200019;Albertgasse;Wien;49000001;163.439.752;482.108.098
360;60201558;Lerchenfelder Straße;Wien;49000001;163.393.489;482.086.786
361;60200644;Burggasse;Wien;49000001;163.399.508;482.045.238
362;60200646;Westbahnstraße;Wien;49000001;163.404.179;482.020.511
363;60201328;Stollgasse;Wien;49000001;163.410.377;481.988.956
364;60200643;Mariahilfer Straße / Kaiserstraße;Wien;49000001;163.416.306;481.966.742
365;60200615;Josefstädter Straße U;Wien;49000001;163.395.286;482.116.299
366;60200645;Neustiftgasse;Wien;49000001;163.396.184;482.062.420
367;60200645;Neustiftgasse;Wien;49000001;163.398.070;482.057.810
368;60201468;Westbahnhof (Bed.-HS);Wien;49000001;163.394.567;481.966.802
369;60201259;Simmeringer Haide;Wien;49000001;164.404.902;481.773.893
370;60201468;Westbahnhof S U;Wien;49000001;163.394.926;481.966.562
373;60201328;Stollgasse;Wien;49000001;163.410.916;481.985.543
374;60200646;Westbahnstraße;Wien;49000001;163.405.886;482.016.080
375;60200644;Burggasse;Wien;49000001;163.401.394;482.040.268
376;60201558;Lerchenfelder Straße;Wien;49000001;163.394.298;482.082.116
377;60200148;Blindengasse;Wien;49000001;163.404.538;482.107.499
378;60200333;Florianigasse;Wien;49000001;163.451.520;482.123.841
379;60200753;Laudongasse;Wien;49000001;163.498.682;482.132.401
380;60200747;Lange Gasse;Wien;49000001;163.510.629;482.145.630
381;60200762;Lazarettgasse;Wien;49000001;163.516.199;482.185.914
382;60201288;Spitalgasse;Wien;49000001;163.531.830;482.220.269
383;60200029;Nußdorfer Straße / Alserbachstraße;Wien;49000001;163.549.347;482.247.200
384;60200345;Franz-Josefs-Bahnhof S;Wien;49000001;163.611.780;482.255.040
385;60200357;Friedensbrücke U;Wien;49000001;163.653.641;482.271.557
386;60201444;Klosterneuburger Str. / Wallensteinstraße;Wien;49000001;163.680.141;482.284.424
387;60201443;Wallensteinplatz;Wien;49000001;163.707.810;482.297.529
388;60201077;Rauscherstraße;Wien;49000001;163.752.905;482.306.804
389;60200944;Nordwestbahnstraße;Wien;49000001;163.807.523;482.280.055
390;60200051;Am Tabor;Wien;49000001;163.830.430;482.255.280
391;60200941;Nordbahnstraße;Wien;49000001;163.888.012;482.237.266
392;60200899;Mühlfeldgasse;Wien;49000001;163.900.588;482.204.348
396;60200436;Gumpendorfer Straße U;Wien;49000001;163.378.128;481.907.937
397;60200827;Margaretengürtel U;Wien;49000001;163.417.115;481.883.263
398;60200077;Arbeitergasse, Gürtel;Wien;49000001;163.455.922;481.843.974
399;60200267;Eichenstraße;Wien;49000001;163.498.592;481.803.784
400;60200849;Matzleinsdorfer Platz S;Wien;49000001;163.587.076;481.806.359
401;60201060;Knöllgasse;Wien;49000001;163.581.686;481.776.409
402;60200914;Neilreichgasse;Wien;49000001;163.653.192;481.761.493
403;60201058;Quellenplatz;Wien;49000001;163.731.076;481.756.162
404;60201095;Reumannplatz U;Wien;49000001;163.772.578;481.753.466
405;60200384;Gellertplatz;Wien;49000001;163.820.818;481.750.291
406;60200001;Schrankenberggasse;Wien;49000001;163.894.569;481.738.190
407;60201598;Bernhardtstalgasse;Wien;49000001;163.612.498;481.764.369
408;60200382;Geiereckstraße;Wien;49000001;163.997.157;481.749.992
409;60200484;Geiselbergstraße S;Wien;49000001;164.063.273;481.746.877
410;60201263;Polkorabplatz;Wien;49000001;164.131.365;481.744.361
411;60201598;Bernhardtstalgasse;Wien;49000001;163.620.942;481.764.369
412;60200425;Enkplatz U, Grillgasse;Wien;49000001;164.161.728;481.740.107
413;;Abstellplatz Hlst. 69A (Umleitung);;;0000000000;0000000000
414;;Abstellplatz 13A Südtiroler Platz (Umleitung);;;0000000000;0000000000
415;60201263;Polkorabplatz;Wien;49000001;164.114.926;481.745.978
416;60200484;Geiselbergstraße S;Wien;49000001;164.063.273;481.747.596
418;60200382;Geiereckstraße;Wien;49000001;163.995.450;481.750.651
419;60201574;Schemmerlstraße, Unterfeld;Wien;49000001;164.213.292;481.605.721
420;60200001;Schrankenberggasse;Wien;49000001;163.894.839;481.738.909
